ProductID,SKU,ProductName,Category,PrimaryRawMaterial,MaterialIndexWeight,BaseUnitCost_USD,Currency,StandardLeadTimeDays,ReorderPoint,SupplierID
PRD-02517,SKU-SYN-32853,Copper Conductors & Wiring Grade-V,Copper Conductors & Wiring,Copper,0.65,1688.04,USD,13,,SUP-00983
PRD-02518,SKU-SYN-14430,Synthetic Lubricants Grade-W,Synthetic Lubricants,Crude Oil / Polymers,0.8,1835.24,USD,40,500,SUP-00381
PRD-02519,SKU-SYN-48413,Synthetic Lubricants Grade-X,Synthetic Lubricants,Crude Oil / Polymers,0.8,2336.91,USD,58,250,SUP-00292
PRD-02520,sku_2520,heavy engine castings grade-2520,,Steel,0.5,$1059.05,USD,-10,500,SUP-99999
PRD-02521,SKU-SYN-29956,Corrugated Packaging Grade-Z,Corrugated Packaging,Packaging,0.2,296.23,USD,70,100,SUP-00855
PRD-02522,SKU-SYN-33155,Copper Conductors & Wiring Grade-A,Copper Conductors & Wiring,Copper,0.65,1179.59,USD,52,,SUP-00251
PRD-02523,SKU-SYN-85857,Corrugated Packaging Grade-B,Corrugated Packaging,Packaging,0.2,1393.5,USD,35,250,SUP-00492
PRD-02524,SKU-SYN-77108,Corrugated Packaging Grade-C,Corrugated Packaging,Packaging,0.2,408.81,USD,20,250,SUP-00159
PRD-02525,SKU-SYN-68162,Heavy Engine Castings Grade-D,Heavy Engine Castings,Steel,0.5,-1132.14,USD,73,500 units,SUP-00202
PRD-02526,SKU-SYN-47278,Heavy Engine Castings Grade-E,Heavy Engine Castings,Steel,0.5,$797.54,USD,25,100,SUP-00556
PRD-02527,SKU-SYN-46360,Synthetic Lubricants Grade-F,Synthetic Lubricants,Crude Oil / Polymers,0.8,2697.69,USD,20,250,SUP-00601
PRD-02528,SKU-SYN-46406,Synthetic Lubricants Grade-G,,Crude Oil / Polymers,0.8,1840.87,USD,83,500 units,SUP-00270
PRD-02529,SKU-SYN-75674,Copper Conductors & Wiring Grade-H,Copper Conductors & Wiring,Copper,0.65,2133.55,USD,42,500 units,SUP-00576
PRD-02530,SKU-SYN-48216,heavy engine castings grade-2530,Heavy Engine Castings,Steel,0.5,2150.27,USD,46,100,SUP-00007
PRD-02531,SKU-SYN-11966,Industrial Resins & Plastics Grade-J,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2525.19,USD,23,500,SUP-00973
PRD-02532,sku_2532,Printed Circuit Boards Grade-K,Printed Circuit Boards,Copper,0.35,$1968.6,USD,11,500 units,SUP-00718
PRD-02533,SKU-SYN-59262,Printed Circuit Boards Grade-L,Printed Circuit Boards,Copper,0.35,283.04,USD,16,250,SUP-00209
PRD-02534,SKU-SYN-29703,Corrugated Packaging Grade-M,Corrugated Packaging,Packaging,0.2,3077.24,USD,27,500 units,SUP-00868
PRD-02535,SKU-SYN-21239,Synthetic Lubricants Grade-N,Synthetic Lubricants,Crude Oil / Polymers,0.8,905.39,USD,78,500,SUP-00267
PRD-02536,SKU-SYN-91925,Printed Circuit Boards Grade-O,,Copper,0.35,242.16,USD,25,100,SUP-00702
PRD-02537,SKU-SYN-84213,Copper Conductors & Wiring Grade-P,Copper Conductors & Wiring,Copper,0.65,377.07,USD,17,100,SUP-00927
PRD-02538,SKU-SYN-38290,Industrial Resins & Plastics Grade-Q,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$1238.25,USD,-10,100,SUP-00866
PRD-02539,SKU-SYN-85837,Copper Conductors & Wiring Grade-R,Copper Conductors & Wiring,Copper,0.65,1135.06,USD,55,500,SUP-00131
PRD-02540,SKU-SYN-63452,heavy engine castings grade-2540,Heavy Engine Castings,Steel,0.5,521.58,USD,36,500 units,SUP-99999
PRD-02541,SKU-SYN-98934,Printed Circuit Boards Grade-T,Printed Circuit Boards,Copper,0.35,2865.36,USD,86,100,SUP-00136
PRD-02542,SKU-SYN-45701,Corrugated Packaging Grade-U,Corrugated Packaging,Packaging,0.2,564.87,USD,59,250,SUP-00553
PRD-02543,SKU-SYN-46693,Copper Conductors & Wiring Grade-V,Copper Conductors & Wiring,Copper,0.65,1127.8,USD,19,100,SUP-00809
PRD-02544,sku_2544,Industrial Resins & Plastics Grade-W,,Crude Oil / Polymers,0.7,$33.6,USD,17,500,SUP-00995
PRD-02545,SKU-SYN-80241,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,1950.48,USD,26,500,SUP-00994
PRD-02546,SKU-SYN-73492,Printed Circuit Boards Grade-Y,Printed Circuit Boards,Copper,0.35,831.93,USD,79,,SUP-00582
PRD-02547,SKU-SYN-85853,Copper Conductors & Wiring Grade-Z,Copper Conductors & Wiring,Copper,0.65,666.59,USD,18,500 units,SUP-00194
PRD-02548,SKU-SYN-79341,Heavy Engine Castings Grade-A,Heavy Engine Castings,Steel,0.5,1314.8,USD,16,500,SUP-00185
PRD-02549,SKU-SYN-77701,Printed Circuit Boards Grade-B,Printed Circuit Boards,Copper,0.35,442.17,USD,47,,SUP-00202
PRD-02550,SKU-SYN-93667,printed circuit boards grade-2550,Printed Circuit Boards,Copper,0.35,$48.88,USD,12,100,SUP-00173
PRD-02551,SKU-SYN-39108,Heavy Engine Castings Grade-D,Heavy Engine Castings,Steel,0.5,3154.31,USD,81,500 units,SUP-00697
PRD-02552,SKU-SYN-18217,Synthetic Lubricants Grade-E,,Crude Oil / Polymers,0.8,130.16,USD,78,250,SUP-00336
PRD-02553,SKU-SYN-10049,Corrugated Packaging Grade-F,Corrugated Packaging,Packaging,0.2,1614.13,USD,55,500,SUP-00347
PRD-02554,SKU-SYN-11108,Copper Conductors & Wiring Grade-G,Copper Conductors & Wiring,Copper,0.65,3018.94,USD,59,250,SUP-00050
PRD-02555,SKU-SYN-22337,Copper Conductors & Wiring Grade-H,Copper Conductors & Wiring,Copper,0.65,2449.84,USD,75,,SUP-00981
PRD-02556,sku_2556,Synthetic Lubricants Grade-I,Synthetic Lubricants,Crude Oil / Polymers,0.8,$2042.75,USD,-10,,SUP-00709
PRD-02557,SKU-SYN-21087,Heavy Engine Castings Grade-J,Heavy Engine Castings,Steel,0.5,2454.12,USD,6,250,SUP-00009
PRD-02558,SKU-SYN-82820,Copper Conductors & Wiring Grade-K,Copper Conductors & Wiring,Copper,0.65,1814.79,USD,83,500,SUP-00774
PRD-02559,SKU-SYN-91367,Industrial Resins & Plastics Grade-L,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1784.52,USD,56,250,SUP-00046
PRD-02560,SKU-SYN-26354,heavy engine castings grade-2560,,Steel,0.5,86.96,USD,88,100,SUP-99999
PRD-02561,SKU-SYN-89797,Copper Conductors & Wiring Grade-N,Copper Conductors & Wiring,Copper,0.65,2295.25,USD,73,,SUP-00028
PRD-02562,SKU-SYN-38158,Industrial Resins & Plastics Grade-O,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$2739.8,USD,61,,SUP-00492
PRD-02563,SKU-SYN-16449,Heavy Engine Castings Grade-P,Heavy Engine Castings,Steel,0.5,2396.15,USD,44,100,SUP-00003
PRD-02564,SKU-SYN-16249,Printed Circuit Boards Grade-Q,Printed Circuit Boards,Copper,0.35,2748.91,USD,77,500 units,SUP-00593
PRD-02565,SKU-SYN-65942,Copper Conductors & Wiring Grade-R,Copper Conductors & Wiring,Copper,0.65,945.25,USD,64,250,SUP-00111
PRD-02566,SKU-SYN-56359,Heavy Engine Castings Grade-S,Heavy Engine Castings,Steel,0.5,1857.14,USD,33,100,SUP-00669
PRD-02567,SKU-SYN-65208,Heavy Engine Castings Grade-T,Heavy Engine Castings,Steel,0.5,209.51,USD,71,500 units,SUP-00155
PRD-02568,sku_2568,Copper Conductors & Wiring Grade-U,,Copper,0.65,$2188.28,USD,63,500 units,SUP-00584
PRD-02569,SKU-SYN-59288,Corrugated Packaging Grade-V,Corrugated Packaging,Packaging,0.2,977.42,USD,34,100,SUP-00495
PRD-02570,SKU-SYN-42336,heavy engine castings grade-2570,Heavy Engine Castings,Steel,0.5,1799.12,USD,31,,SUP-00717
PRD-02571,SKU-SYN-98525,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,1955.92,USD,52,500,SUP-00240
PRD-02572,SKU-SYN-64583,Synthetic Lubricants Grade-Y,Synthetic Lubricants,Crude Oil / Polymers,0.8,247.37,USD,77,500 units,SUP-00287
PRD-02573,SKU-SYN-86516,Printed Circuit Boards Grade-Z,Printed Circuit Boards,Copper,0.35,1863.92,USD,18,250,SUP-00664
PRD-02574,SKU-SYN-24413,Synthetic Lubricants Grade-A,Synthetic Lubricants,Crude Oil / Polymers,0.8,$1684.04,USD,-10,250,SUP-00865
PRD-02575,SKU-SYN-38869,Copper Conductors & Wiring Grade-B,Copper Conductors & Wiring,Copper,0.65,-2692.25,USD,56,,SUP-00812
PRD-02576,SKU-SYN-99763,Heavy Engine Castings Grade-C,,Steel,0.5,764.82,USD,23,,SUP-00868
PRD-02577,SKU-SYN-39038,Printed Circuit Boards Grade-D,Printed Circuit Boards,Copper,0.35,2486.07,USD,13,500 units,SUP-00216
PRD-02578,SKU-SYN-38727,Industrial Resins & Plastics Grade-E,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1888.44,USD,90,500 units,SUP-00815
PRD-02579,SKU-SYN-39697,Industrial Resins & Plastics Grade-F,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,15.91,USD,72,500 units,SUP-00570
PRD-02580,sku_2580,copper conductors & wiring grade-2580,Copper Conductors & Wiring,Copper,0.65,$244.89,USD,10,500,SUP-99999
PRD-02581,SKU-SYN-47887,Industrial Resins & Plastics Grade-H,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,700.99,USD,34,500 units,SUP-00626
PRD-02582,SKU-SYN-38577,Printed Circuit Boards Grade-I,Printed Circuit Boards,Copper,0.35,2809.36,USD,31,,SUP-00819
PRD-02583,SKU-SYN-16781,Heavy Engine Castings Grade-J,Heavy Engine Castings,Steel,0.5,3000.74,USD,55,250,SUP-00894
PRD-02584,SKU-SYN-74735,Copper Conductors & Wiring Grade-K,,Copper,0.65,515.0,USD,49,100,SUP-00574
PRD-02585,SKU-SYN-84422,Heavy Engine Castings Grade-L,Heavy Engine Castings,Steel,0.5,546.33,USD,85,500,SUP-00752
PRD-02586,SKU-SYN-93971,Synthetic Lubricants Grade-M,Synthetic Lubricants,Crude Oil / Polymers,0.8,$2317.44,USD,47,500 units,SUP-00764
PRD-02587,SKU-SYN-31344,Corrugated Packaging Grade-N,Corrugated Packaging,Packaging,0.2,673.08,USD,8,100,SUP-00028
PRD-02588,SKU-SYN-92634,Industrial Resins & Plastics Grade-O,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1724.0,USD,8,250,SUP-00595
PRD-02589,SKU-SYN-27233,Copper Conductors & Wiring Grade-P,Copper Conductors & Wiring,Copper,0.65,2849.65,USD,31,500 units,SUP-00567
PRD-02590,SKU-SYN-41788,printed circuit boards grade-2590,Printed Circuit Boards,Copper,0.35,552.04,USD,14,250,SUP-00484
PRD-02591,SKU-SYN-36449,Printed Circuit Boards Grade-R,Printed Circuit Boards,Copper,0.35,1430.87,USD,24,,SUP-00198
PRD-02592,sku_2592,Heavy Engine Castings Grade-S,,Steel,0.5,$2249.87,USD,-10,500,SUP-00370
PRD-02593,SKU-SYN-56996,Copper Conductors & Wiring Grade-T,Copper Conductors & Wiring,Copper,0.65,3134.44,USD,74,500 units,SUP-00010
PRD-02594,SKU-SYN-94836,Heavy Engine Castings Grade-U,Heavy Engine Castings,Steel,0.5,1714.69,USD,14,500 units,SUP-00504
PRD-02595,SKU-SYN-68315,Industrial Resins & Plastics Grade-V,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,132.7,USD,63,100,SUP-00112
PRD-02596,SKU-SYN-95463,Heavy Engine Castings Grade-W,Heavy Engine Castings,Steel,0.5,1999.3,USD,87,250,SUP-00018
PRD-02597,SKU-SYN-97682,Printed Circuit Boards Grade-X,Printed Circuit Boards,Copper,0.35,55.24,USD,42,250,SUP-00701
PRD-02598,SKU-SYN-67747,Heavy Engine Castings Grade-Y,Heavy Engine Castings,Steel,0.5,$471.94,USD,24,,SUP-00316
PRD-02599,SKU-SYN-31167,Printed Circuit Boards Grade-Z,Printed Circuit Boards,Copper,0.35,2569.46,USD,79,,SUP-00428
PRD-02600,SKU-SYN-50720,corrugated packaging grade-2600,,Packaging,0.2,-2141.6,USD,80,500 units,SUP-99999
PRD-02601,SKU-SYN-16913,Printed Circuit Boards Grade-B,Printed Circuit Boards,Copper,0.35,2708.38,USD,40,250,SUP-00564
PRD-02602,SKU-SYN-90178,Heavy Engine Castings Grade-C,Heavy Engine Castings,Steel,0.5,2311.82,USD,44,500,SUP-00856
PRD-02603,SKU-SYN-86770,Heavy Engine Castings Grade-D,Heavy Engine Castings,Steel,0.5,1637.01,USD,71,250,SUP-00817
PRD-02604,sku_2604,Printed Circuit Boards Grade-E,Printed Circuit Boards,Copper,0.35,$1642.1,USD,24,500 units,SUP-00788
PRD-02605,SKU-SYN-91694,Copper Conductors & Wiring Grade-F,Copper Conductors & Wiring,Copper,0.65,2541.21,USD,23,,SUP-00601
PRD-02606,SKU-SYN-84434,Corrugated Packaging Grade-G,Corrugated Packaging,Packaging,0.2,2672.18,USD,73,100,SUP-00113
PRD-02607,SKU-SYN-14446,Copper Conductors & Wiring Grade-H,Copper Conductors & Wiring,Copper,0.65,249.44,USD,38,100,SUP-00721
PRD-02608,SKU-SYN-79371,Heavy Engine Castings Grade-I,,Steel,0.5,147.53,USD,29,500 units,SUP-00906
PRD-02609,SKU-SYN-66251,Corrugated Packaging Grade-J,Corrugated Packaging,Packaging,0.2,170.56,USD,61,500,SUP-00994
PRD-02610,SKU-SYN-43300,copper conductors & wiring grade-2610,Copper Conductors & Wiring,Copper,0.65,$1223.48,USD,-10,500 units,SUP-00389
PRD-02611,SKU-SYN-96940,Synthetic Lubricants Grade-L,Synthetic Lubricants,Crude Oil / Polymers,0.8,1472.94,USD,76,100,SUP-00897
PRD-02612,SKU-SYN-41453,Synthetic Lubricants Grade-M,Synthetic Lubricants,Crude Oil / Polymers,0.8,2764.67,USD,28,250,SUP-00536
PRD-02613,SKU-SYN-58361,Copper Conductors & Wiring Grade-N,Copper Conductors & Wiring,Copper,0.65,2995.45,USD,68,,SUP-00259
PRD-02614,SKU-SYN-20255,Copper Conductors & Wiring Grade-O,Copper Conductors & Wiring,Copper,0.65,1501.02,USD,48,500 units,SUP-00608
PRD-02615,SKU-SYN-85326,Synthetic Lubricants Grade-P,Synthetic Lubricants,Crude Oil / Polymers,0.8,2503.83,USD,68,,SUP-00210
PRD-02616,sku_2616,Synthetic Lubricants Grade-Q,,Crude Oil / Polymers,0.8,$1740.92,USD,54,100,SUP-00715
PRD-02617,SKU-SYN-41205,Heavy Engine Castings Grade-R,Heavy Engine Castings,Steel,0.5,1558.92,USD,83,,SUP-00777
PRD-02618,SKU-SYN-99202,Heavy Engine Castings Grade-S,Heavy Engine Castings,Steel,0.5,336.15,USD,68,500,SUP-00647
PRD-02619,SKU-SYN-36514,Corrugated Packaging Grade-T,Corrugated Packaging,Packaging,0.2,1571.97,USD,15,500 units,SUP-00865
PRD-02620,SKU-SYN-34104,printed circuit boards grade-2620,Printed Circuit Boards,Copper,0.35,1917.52,USD,14,100,SUP-99999
PRD-02621,SKU-SYN-30988,Corrugated Packaging Grade-V,Corrugated Packaging,Packaging,0.2,255.7,USD,49,,SUP-00024
PRD-02622,SKU-SYN-29332,Industrial Resins & Plastics Grade-W,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$733.52,USD,71,250,SUP-00487
PRD-02623,SKU-SYN-79764,Corrugated Packaging Grade-X,Corrugated Packaging,Packaging,0.2,1381.92,USD,76,250,SUP-00120
PRD-02624,SKU-SYN-81563,Heavy Engine Castings Grade-Y,,Steel,0.5,2978.72,USD,60,,SUP-00584
PRD-02625,SKU-SYN-13676,Industrial Resins & Plastics Grade-Z,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,-406.78,USD,24,500,SUP-00226
PRD-02626,SKU-SYN-98897,Corrugated Packaging Grade-A,Corrugated Packaging,Packaging,0.2,2394.2,USD,75,,SUP-00460
PRD-02627,SKU-SYN-76568,Heavy Engine Castings Grade-B,Heavy Engine Castings,Steel,0.5,1155.6,USD,40,,SUP-00017
PRD-02628,sku_2628,Copper Conductors & Wiring Grade-C,Copper Conductors & Wiring,Copper,0.65,$1043.08,USD,-10,500,SUP-00024
PRD-02629,SKU-SYN-69789,Copper Conductors & Wiring Grade-D,Copper Conductors & Wiring,Copper,0.65,177.95,USD,25,250,SUP-00427
PRD-02630,SKU-SYN-39360,synthetic lubricants grade-2630,Synthetic Lubricants,Crude Oil / Polymers,0.8,1811.52,USD,11,500,SUP-00013
PRD-02631,SKU-SYN-39883,Industrial Resins & Plastics Grade-F,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2734.12,USD,52,500,SUP-00376
PRD-02632,SKU-SYN-28936,Synthetic Lubricants Grade-G,,Crude Oil / Polymers,0.8,2368.9,USD,47,500 units,SUP-00466
PRD-02633,SKU-SYN-24583,Printed Circuit Boards Grade-H,Printed Circuit Boards,Copper,0.35,2714.74,USD,62,,SUP-00798
PRD-02634,SKU-SYN-35109,Industrial Resins & Plastics Grade-I,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$3143.18,USD,52,500 units,SUP-00931
PRD-02635,SKU-SYN-39329,Industrial Resins & Plastics Grade-J,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1950.98,USD,49,500 units,SUP-00511
PRD-02636,SKU-SYN-72218,Printed Circuit Boards Grade-K,Printed Circuit Boards,Copper,0.35,299.94,USD,18,,SUP-00193
PRD-02637,SKU-SYN-21093,Printed Circuit Boards Grade-L,Printed Circuit Boards,Copper,0.35,535.85,USD,10,250,SUP-00551
PRD-02638,SKU-SYN-74608,Copper Conductors & Wiring Grade-M,Copper Conductors & Wiring,Copper,0.65,2991.53,USD,73,,SUP-00095
PRD-02639,SKU-SYN-24211,Corrugated Packaging Grade-N,Corrugated Packaging,Packaging,0.2,1047.43,USD,30,250,SUP-00811
PRD-02640,sku_2640,printed circuit boards grade-2640,,Copper,0.35,$2830.23,USD,48,100,SUP-99999
PRD-02641,SKU-SYN-81272,Synthetic Lubricants Grade-P,Synthetic Lubricants,Crude Oil / Polymers,0.8,2315.52,USD,84,500 units,SUP-00577
PRD-02642,SKU-SYN-64422,Corrugated Packaging Grade-Q,Corrugated Packaging,Packaging,0.2,1645.6,USD,43,500,SUP-00362
PRD-02643,SKU-SYN-34848,Heavy Engine Castings Grade-R,Heavy Engine Castings,Steel,0.5,74.3,USD,14,500 units,SUP-00208
PRD-02644,SKU-SYN-70773,Copper Conductors & Wiring Grade-S,Copper Conductors & Wiring,Copper,0.65,1860.31,USD,53,500 units,SUP-00523
PRD-02645,SKU-SYN-48203,Corrugated Packaging Grade-T,Corrugated Packaging,Packaging,0.2,2009.87,USD,19,100,SUP-00016
PRD-02646,SKU-SYN-71945,Printed Circuit Boards Grade-U,Printed Circuit Boards,Copper,0.35,$1810.55,USD,-10,100,SUP-00948
PRD-02647,SKU-SYN-52795,Corrugated Packaging Grade-V,Corrugated Packaging,Packaging,0.2,1849.66,USD,77,100,SUP-00241
PRD-02648,SKU-SYN-50460,Corrugated Packaging Grade-W,,Packaging,0.2,2036.29,USD,36,100,SUP-00567
PRD-02649,SKU-SYN-71933,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,3137.66,USD,49,,SUP-00318
PRD-02650,SKU-SYN-96473,printed circuit boards grade-2650,Printed Circuit Boards,Copper,0.35,-1404.82,USD,88,500 units,SUP-00944
PRD-02651,SKU-SYN-15191,Synthetic Lubricants Grade-Z,Synthetic Lubricants,Crude Oil / Polymers,0.8,693.95,USD,23,,SUP-00197
PRD-02652,sku_2652,Copper Conductors & Wiring Grade-A,Copper Conductors & Wiring,Copper,0.65,$45.12,USD,27,250,SUP-00760
PRD-02653,SKU-SYN-26897,Industrial Resins & Plastics Grade-B,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1895.82,USD,62,100,SUP-00730
PRD-02654,SKU-SYN-58029,Synthetic Lubricants Grade-C,Synthetic Lubricants,Crude Oil / Polymers,0.8,167.5,USD,57,500,SUP-00228
PRD-02655,SKU-SYN-20375,Synthetic Lubricants Grade-D,Synthetic Lubricants,Crude Oil / Polymers,0.8,3108.14,USD,52,100,SUP-00382
PRD-02656,SKU-SYN-58652,Industrial Resins & Plastics Grade-E,,Crude Oil / Polymers,0.7,2261.68,USD,83,250,SUP-00053
PRD-02657,SKU-SYN-99839,Heavy Engine Castings Grade-F,Heavy Engine Castings,Steel,0.5,569.85,USD,89,500,SUP-00198
PRD-02658,SKU-SYN-37882,Industrial Resins & Plastics Grade-G,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$680.93,USD,53,500,SUP-00519
PRD-02659,SKU-SYN-68021,Heavy Engine Castings Grade-H,Heavy Engine Castings,Steel,0.5,1784.37,USD,17,250,SUP-00007
PRD-02660,SKU-SYN-60725,heavy engine castings grade-2660,Heavy Engine Castings,Steel,0.5,326.98,USD,36,250,SUP-99999
PRD-02661,SKU-SYN-12924,Printed Circuit Boards Grade-J,Printed Circuit Boards,Copper,0.35,1933.05,USD,76,500,SUP-01000
PRD-02662,SKU-SYN-33862,Industrial Resins & Plastics Grade-K,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2468.37,USD,37,500,SUP-00968
PRD-02663,SKU-SYN-19239,Industrial Resins & Plastics Grade-L,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2575.58,USD,35,,SUP-00558
PRD-02664,sku_2664,Industrial Resins & Plastics Grade-M,,Crude Oil / Polymers,0.7,$902.34,USD,-10,500,SUP-00742
PRD-02665,SKU-SYN-65394,Industrial Resins & Plastics Grade-N,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2461.39,USD,75,250,SUP-00302
PRD-02666,SKU-SYN-30650,Heavy Engine Castings Grade-O,Heavy Engine Castings,Steel,0.5,2980.31,USD,86,,SUP-00544
PRD-02667,SKU-SYN-11616,Synthetic Lubricants Grade-P,Synthetic Lubricants,Crude Oil / Polymers,0.8,473.62,USD,77,500,SUP-00106
PRD-02668,SKU-SYN-69068,Industrial Resins & Plastics Grade-Q,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,46.81,USD,79,500 units,SUP-00801
PRD-02669,SKU-SYN-18765,Corrugated Packaging Grade-R,Corrugated Packaging,Packaging,0.2,3042.29,USD,79,500 units,SUP-00800
PRD-02670,SKU-SYN-80525,printed circuit boards grade-2670,Printed Circuit Boards,Copper,0.35,$370.7,USD,25,250,SUP-00998
PRD-02671,SKU-SYN-81437,Corrugated Packaging Grade-T,Corrugated Packaging,Packaging,0.2,1838.94,USD,13,500 units,SUP-01000
PRD-02672,SKU-SYN-97704,Heavy Engine Castings Grade-U,,Steel,0.5,1355.96,USD,11,250,SUP-00614
PRD-02673,SKU-SYN-36960,Heavy Engine Castings Grade-V,Heavy Engine Castings,Steel,0.5,865.91,USD,50,100,SUP-00826
PRD-02674,SKU-SYN-78294,Printed Circuit Boards Grade-W,Printed Circuit Boards,Copper,0.35,1515.62,USD,35,100,SUP-00790
PRD-02675,SKU-SYN-17692,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,-76.97,USD,86,500 units,SUP-00498
PRD-02676,sku_2676,Corrugated Packaging Grade-Y,Corrugated Packaging,Packaging,0.2,$1646.93,USD,38,100,SUP-00792
PRD-02677,SKU-SYN-71550,Heavy Engine Castings Grade-Z,Heavy Engine Castings,Steel,0.5,1359.24,USD,5,500,SUP-00125
PRD-02678,SKU-SYN-22277,Heavy Engine Castings Grade-A,Heavy Engine Castings,Steel,0.5,1606.77,USD,44,500,SUP-00988
PRD-02679,SKU-SYN-28905,Copper Conductors & Wiring Grade-B,Copper Conductors & Wiring,Copper,0.65,2582.06,USD,78,250,SUP-00645
PRD-02680,SKU-SYN-56584,printed circuit boards grade-2680,,Copper,0.35,263.03,USD,29,500 units,SUP-99999
PRD-02681,SKU-SYN-76018,Industrial Resins & Plastics Grade-D,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,3122.92,USD,9,500,SUP-00108
PRD-02682,SKU-SYN-64502,Synthetic Lubricants Grade-E,Synthetic Lubricants,Crude Oil / Polymers,0.8,$1558.65,USD,-10,,SUP-00671
PRD-02683,SKU-SYN-11729,Corrugated Packaging Grade-F,Corrugated Packaging,Packaging,0.2,166.48,USD,17,500 units,SUP-00641
PRD-02684,SKU-SYN-33914,Industrial Resins & Plastics Grade-G,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2129.48,USD,70,250,SUP-00741
PRD-02685,SKU-SYN-25519,Heavy Engine Castings Grade-H,Heavy Engine Castings,Steel,0.5,2140.46,USD,56,100,SUP-00525
PRD-02686,SKU-SYN-39663,Copper Conductors & Wiring Grade-I,Copper Conductors & Wiring,Copper,0.65,2575.08,USD,12,100,SUP-00949
PRD-02687,SKU-SYN-74895,Synthetic Lubricants Grade-J,Synthetic Lubricants,Crude Oil / Polymers,0.8,1953.61,USD,39,,SUP-00727
PRD-02688,sku_2688,Synthetic Lubricants Grade-K,,Crude Oil / Polymers,0.8,$482.69,USD,57,500,SUP-00362
PRD-02689,SKU-SYN-51027,Copper Conductors & Wiring Grade-L,Copper Conductors & Wiring,Copper,0.65,3104.0,USD,54,500 units,SUP-00049
PRD-02690,SKU-SYN-36034,corrugated packaging grade-2690,Corrugated Packaging,Packaging,0.2,2336.32,USD,74,,SUP-00895
PRD-02691,SKU-SYN-97157,Synthetic Lubricants Grade-N,Synthetic Lubricants,Crude Oil / Polymers,0.8,2800.92,USD,61,250,SUP-00392
PRD-02692,SKU-SYN-31040,Synthetic Lubricants Grade-O,Synthetic Lubricants,Crude Oil / Polymers,0.8,1564.16,USD,53,250,SUP-00607
PRD-02693,SKU-SYN-70872,Heavy Engine Castings Grade-P,Heavy Engine Castings,Steel,0.5,924.82,USD,65,,SUP-00738
PRD-02694,SKU-SYN-86309,Industrial Resins & Plastics Grade-Q,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$310.63,USD,7,100,SUP-00935
PRD-02695,SKU-SYN-51375,Heavy Engine Castings Grade-R,Heavy Engine Castings,Steel,0.5,1726.6,USD,75,250,SUP-00452
PRD-02696,SKU-SYN-61659,Synthetic Lubricants Grade-S,,Crude Oil / Polymers,0.8,1687.33,USD,32,100,SUP-00532
PRD-02697,SKU-SYN-91126,Heavy Engine Castings Grade-T,Heavy Engine Castings,Steel,0.5,2183.24,USD,47,500,SUP-00847
PRD-02698,SKU-SYN-51276,Industrial Resins & Plastics Grade-U,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,412.12,USD,25,500 units,SUP-00152
PRD-02699,SKU-SYN-38689,Industrial Resins & Plastics Grade-V,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,756.89,USD,53,,SUP-00958
prd_2700,sku_2700,industrial resins & plastics grade-2700,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$1723.64,USD,-10,100,SUP-99999
PRD-02701,SKU-SYN-11766,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,2133.38,USD,67,100,SUP-00573
PRD-02702,SKU-SYN-67232,Corrugated Packaging Grade-Y,Corrugated Packaging,Packaging,0.2,623.44,USD,72,500 units,SUP-00314
PRD-02703,SKU-SYN-27645,Heavy Engine Castings Grade-Z,Heavy Engine Castings,Steel,0.5,181.14,USD,86,100,SUP-00996
PRD-02704,SKU-SYN-96928,Industrial Resins & Plastics Grade-A,,Crude Oil / Polymers,0.7,1215.71,USD,59,250,SUP-00801
